epoch,accuracy,loss,val_accuracy,val_loss
0,0.5104166865348816,0.8955140113830566,0.9583333134651184,0.6338217258453369
1,0.7708333134651184,0.6225497126579285,0.9166666865348816,0.5064383149147034
2,0.7395833134651184,0.606946587562561,0.9166666865348816,0.47471317648887634
3,0.84375,0.4638253152370453,0.875,0.4349569082260132
4,0.78125,0.4761081635951996,0.9166666865348816,0.3904239237308502
5,0.7604166865348816,0.4803978502750397,0.875,0.3889879882335663
6,0.9166666865348816,0.32842886447906494,0.9166666865348816,0.32390356063842773
7,0.8020833134651184,0.3830077350139618,0.9166666865348816,0.3177933096885681
8,0.90625,0.3226490020751953,0.9583333134651184,0.3007042109966278
9,0.875,0.3058522343635559,0.9583333134651184,0.27576133608818054
10,0.78125,0.47398805618286133,0.9583333134651184,0.2553204298019409
11,0.9270833134651184,0.26761379837989807,0.9583333134651184,0.25460830330848694
12,0.8854166865348816,0.3524409234523773,0.9583333134651184,0.24895811080932617
13,0.8854166865348816,0.32769280672073364,0.9583333134651184,0.24448132514953613
14,0.8333333134651184,0.4274028241634369,0.9583333134651184,0.24411344528198242
15,0.9270833134651184,0.29641374945640564,0.9583333134651184,0.23669147491455078
16,0.8541666865348816,0.3911742866039276,0.9583333134651184,0.23743438720703125
17,0.8958333134651184,0.3213810324668884,0.9583333134651184,0.2380266934633255
18,0.8854166865348816,0.35052749514579773,0.9583333134651184,0.23891234397888184
19,0.8645833134651184,0.36432623863220215,0.9583333134651184,0.233582004904747
20,0.8958333134651184,0.3354979455471039,0.9583333134651184,0.23563605546951294
21,0.8125,0.4519385099411011,0.9583333134651184,0.23867321014404297
22,0.8541666865348816,0.3340536653995514,0.9583333134651184,0.23731906712055206
23,0.8541666865348816,0.32131585478782654,0.9583333134651184,0.2370435744524002
24,0.9166666865348816,0.3238714039325714,0.9583333134651184,0.23691445589065552
25,0.8854166865348816,0.3204466700553894,0.9583333134651184,0.23549474775791168
26,0.875,0.2949850857257843,0.9583333134651184,0.2340002804994583
27,0.8541666865348816,0.38058438897132874,0.9583333134651184,0.2356843799352646
28,0.90625,0.2795677185058594,0.9583333134651184,0.23614966869354248
29,0.8958333134651184,0.3610718548297882,0.9583333134651184,0.23538994789123535
30,0.8541666865348816,0.38627955317497253,0.9583333134651184,0.23527593910694122
31,0.84375,0.3752857744693756,0.9583333134651184,0.2345038652420044
32,0.9479166865348816,0.21147127449512482,0.9583333134651184,0.23436729609966278
33,0.8854166865348816,0.3319756090641022,0.9583333134651184,0.23316657543182373
34,0.8854166865348816,0.33243095874786377,0.9583333134651184,0.23345617949962616
35,0.875,0.3530881404876709,0.9583333134651184,0.23024220764636993
36,0.875,0.34836792945861816,0.9583333134651184,0.23029164969921112
37,0.9166666865348816,0.27287912368774414,0.9583333134651184,0.2292977124452591
38,0.8958333134651184,0.263828843832016,0.9583333134651184,0.22703297436237335
39,0.8958333134651184,0.25449830293655396,0.9583333134651184,0.22943313419818878
40,0.9166666865348816,0.26380398869514465,0.9583333134651184,0.2305469959974289
41,0.8541666865348816,0.3835552930831909,0.9583333134651184,0.2314334660768509
42,0.9166666865348816,0.23846220970153809,0.9583333134651184,0.2274877279996872
43,0.9583333134651184,0.22558905184268951,0.9583333134651184,0.22515831887722015
44,0.8854166865348816,0.33601847290992737,0.9583333134651184,0.2222662717103958
45,0.8854166865348816,0.31462574005126953,0.9583333134651184,0.2215999811887741
46,0.875,0.35231778025627136,0.9583333134651184,0.21949325501918793
47,0.9166666865348816,0.2657524049282074,0.9583333134651184,0.21921521425247192
48,0.8645833134651184,0.2764996290206909,0.9583333134651184,0.22022485733032227
49,0.875,0.35129204392433167,0.9583333134651184,0.22247381508350372
